,Unnamed: 0,track_name,artist,album,release_date,explicit,track_id,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
350,350,A Palé - Gesaffelstein Remix,Gesaffelstein,A Palé (Gesaffelstein Remix),2019-11-01,False,3oAG0POhkYYkL7XVQpeMFa,spotify:track:3oAG0POhkYYkL7XVQpeMFa,0.78,0.488,1,-9.198,1,0.0909,0.0111,0.348,0.0806,0.0657,123.001,audio_features,204320,4
351,351,Masseduction - Midland's Mass Seduction Remix,St. Vincent,Nina Kraviz Presents MASSEDUCTION Rewired,2019-04-12,False,2FVhl9bRaPjAi8C4bKTQdU,spotify:track:2FVhl9bRaPjAi8C4bKTQdU,0.785,0.48,7,-15.297,1,0.131,0.0509,0.7809999999999999,0.0456,0.42700000000000005,120.009,audio_features,447759,4
352,352,Please Slow Down,DJ Seinfeld,Parallax EP,2019-10-11,False,2kOCDaHjAcqCDKTGsdlOsV,spotify:track:2kOCDaHjAcqCDKTGsdlOsV,0.605,0.875,2,-9.196,1,0.048,0.257,0.7,0.039,0.6659999999999999,127.956,audio_features,262045,4
353,353,Home,Caribou,Home,2019-10-08,False,2jmuznDHH1QEun6UZbIeie,spotify:track:2jmuznDHH1QEun6UZbIeie,0.711,0.665,7,-7.996,1,0.11699999999999999,0.026000000000000002,0.007379999999999999,0.24600000000000002,0.518,97.03399999999999,audio_features,156293,4
354,354,Sound Factory,Yulia Niko,I Was 5 In 1995 EP,2019-12-23,False,579xC6Zy9oF0Du0LwEsMMH,spotify:track:579xC6Zy9oF0Du0LwEsMMH,0.765,0.856,7,-9.396,0,0.069,0.00124,0.951,0.0757,0.28300000000000003,135.005,audio_features,416129,4
355,355,Remember When,Blue Hawaii,Remember When,2020-01-06,False,1Kuid4cjZYqgC8jmZatJEY,spotify:track:1Kuid4cjZYqgC8jmZatJEY,0.736,0.542,4,-8.508,0,0.0527,0.465,0.017,0.0912,0.10300000000000001,140.043,audio_features,198850,4
356,356,Bias,Floating Points,Crush,2019-10-18,False,75QdM3nsnAluOD19G1J4il,spotify:track:75QdM3nsnAluOD19G1J4il,0.601,0.47600000000000003,1,-12.026,0,0.0761,0.0663,0.8909999999999999,0.11699999999999999,0.18600000000000003,145.997,audio_features,308080,4
357,357,"I, Cavallo",Leon Vynehall,"I, Cavallo",2019-11-12,False,6kTteVJEEkVs3Zges11EPO,spotify:track:6kTteVJEEkVs3Zges11EPO,0.435,0.674,1,-11.212,1,0.185,0.0624,0.8009999999999999,0.55,0.20800000000000002,125.02,audio_features,417071,4
358,358,Derrière,Logic1000,Logic1000,2019-12-06,False,1DiAsYHHvYhzbEX51zmT6k,spotify:track:1DiAsYHHvYhzbEX51zmT6k,0.8,0.589,10,-6.91,0,0.44,0.0343,0.9159999999999999,0.111,0.171,130.046,audio_features,245338,4
359,359,Flechazo - Radio Edit,FaltyDL,Flechazo,2019-12-06,False,7tPOBL2IEpxUtLlNlaxen7,spotify:track:7tPOBL2IEpxUtLlNlaxen7,0.634,0.648,1,-10.177999999999999,1,0.043,0.004229999999999999,0.895,0.0529,0.602,120.007,audio_features,281053,4
360,360,His Eye Is on the Sparrow,Floorplan,Supernatural,2019-11-08,False,395sAYzZTTkSZShZSvH0kb,spotify:track:395sAYzZTTkSZShZSvH0kb,0.5920000000000001,0.919,6,-8.06,0,0.0529,0.0021100000000000003,0.342,0.125,0.409,125.995,audio_features,401694,4
361,361,Do It Without You,Jacques Greene,Do It Without You,2019-09-11,False,6yWniveWfMtOksM7am2rqj,spotify:track:6yWniveWfMtOksM7am2rqj,0.695,0.7879999999999999,9,-6.446000000000001,0,0.0696,0.41200000000000003,0.8220000000000001,0.08800000000000001,0.109,124.965,audio_features,212582,4
362,362,Perpetual Motion,Max Cooper,Yearning for the Infinite,2019-11-07,False,6lURqRzgfuHN5Czub5w9Px,spotify:track:6lURqRzgfuHN5Czub5w9Px,0.7170000000000001,0.621,11,-11.855,1,0.0536,0.675,0.9259999999999999,0.111,0.22399999999999998,118.977,audio_features,298987,4
363,363,Me (Sorry),Fred again..,Me (Sorry),2019-12-18,False,003tJV1GB1Qtt0dZ2nDTxV,spotify:track:003tJV1GB1Qtt0dZ2nDTxV,0.789,0.7120000000000001,1,-7.78,1,0.0834,0.0152,0.231,0.11900000000000001,0.157,123.99700000000001,audio_features,251613,4
364,364,You and I,Caribou,You and I,2019-12-04,False,7g1viTjOfJeukhFPjv9Osf,spotify:track:7g1viTjOfJeukhFPjv9Osf,0.733,0.495,9,-8.448,0,0.0321,0.0716,0.124,0.114,0.478,111.911,audio_features,243947,4
365,365,Debold,Vegyn,Only Diamonds Cut Diamonds,2019-11-08,False,6TNBx9lvDcqLq1GQCPNJqH,spotify:track:6TNBx9lvDcqLq1GQCPNJqH,0.5529999999999999,0.711,8,-9.035,1,0.0665,0.727,0.855,0.121,0.38799999999999996,120.26299999999999,audio_features,163973,4
366,366,Do The Right Thing,Bella Boo,Once Upon A Passion,2019-11-01,False,1UTlkcqSEydROgoZZKmycM,spotify:track:1UTlkcqSEydROgoZZKmycM,0.789,0.503,4,-17.523,0,0.05,0.0124,0.903,0.0986,0.3,109.995,audio_features,404807,4
367,367,Teenage Birdsong - Avalon Emerson Scrub Jay Remix,Four Tet,Teenage Birdsong (Avalon Emerson Scrub Jay Remix),2019-11-27,False,454MLi0EXJbE5A4p53cXxh,spotify:track:454MLi0EXJbE5A4p53cXxh,0.45799999999999996,0.904,7,-7.906000000000001,1,0.0715,0.01,0.8440000000000001,0.113,0.531,100.931,audio_features,313823,4
368,368,Glyphic,Lone,Glyphic,2019-10-17,False,78UpOABAwxwM991JxtfCGI,spotify:track:78UpOABAwxwM991JxtfCGI,0.682,0.878,5,-8.741,0,0.0456,0.000608,0.9279999999999999,0.0502,0.39399999999999996,131.985,audio_features,453800,4
369,369,Strangers,Mall Grab,Strangers,2019-10-11,False,0VPZL6u2bj1UNeE6o1Jm0r,spotify:track:0VPZL6u2bj1UNeE6o1Jm0r,0.58,0.733,1,-13.682,1,0.0377,0.41,0.898,0.10099999999999999,0.081,129.989,audio_features,369800,4
370,370,Self,Alex Falk,OOF,2019-09-26,False,2MO2eNQgv8Gdn9mmnJkh4q,spotify:track:2MO2eNQgv8Gdn9mmnJkh4q,0.792,0.8140000000000001,4,-10.325999999999999,0,0.0601,0.0107,0.9179999999999999,0.0756,0.263,130.001,audio_features,337142,4
371,371,Nervelevers,Squarepusher,Nervelevers,2020-01-08,False,4WkxkJTKEgd7Ast3fiJ0g2,spotify:track:4WkxkJTKEgd7Ast3fiJ0g2,0.473,0.963,1,-10.192,1,0.127,0.0006320000000000001,0.8190000000000001,0.155,0.268,167.915,audio_features,329306,4
372,372,Renault Sport,Cortese,Renault Sport / Never Should've,2019-12-30,False,04xvjRPOzA4jU6AEQyivIC,spotify:track:04xvjRPOzA4jU6AEQyivIC,0.635,0.897,7,-4.133,1,0.0626,1.57e-05,0.925,0.0713,0.769,126.53299999999999,audio_features,309249,4
373,373,Terra,Terr,Terra,2019-12-06,False,0jruXdfwQtpk4uaPYq0KVv,spotify:track:0jruXdfwQtpk4uaPYq0KVv,0.759,0.727,0,-9.399,1,0.0425,0.000889,0.857,0.0665,0.32,120.005,audio_features,408960,4
374,374,H.U.R.L,Finn,H.U.R.L / F.U.R.L,2019-12-19,False,6NNqRs8zZJdPqBpbWCxJwD,spotify:track:6NNqRs8zZJdPqBpbWCxJwD,0.609,0.8909999999999999,8,-7.537000000000001,1,0.0513,0.0384,0.40399999999999997,0.0921,0.515,141.99200000000002,audio_features,316067,4
375,375,locus error,Carlota,locus error,2019-12-13,False,0d3UPeSnU44wCgnIGBVwKt,spotify:track:0d3UPeSnU44wCgnIGBVwKt,0.79,0.684,11,-11.102,1,0.115,0.26,0.649,0.0878,0.6709999999999999,145.023,audio_features,240345,4
376,376,"Overpay, Overstay",Galcher Lustwerk,Information,2019-11-22,False,2sZcltI71G4kPU50pGH50u,spotify:track:2sZcltI71G4kPU50pGH50u,0.838,0.5429999999999999,9,-13.045,0,0.20800000000000002,0.0605,0.904,0.0345,0.8909999999999999,120.01,audio_features,242352,4
377,377,"2,75 €",De Grandi,"2,75 €",2020-01-10,False,5MemIejVuiJJeGPaOnhUXV,spotify:track:5MemIejVuiJJeGPaOnhUXV,0.267,0.943,11,-11.220999999999998,0,0.132,0.0373,0.93,0.408,0.0399,159.996,audio_features,328000,4
378,378,Glow,Will Lister,Glow,2019-12-06,False,5GvZeNRBzl6gtpwBpsbX2I,spotify:track:5GvZeNRBzl6gtpwBpsbX2I,0.775,0.87,1,-7.695,0,0.122,0.0458,0.8059999999999999,0.13,0.413,108.992,audio_features,265243,4
379,379,Distant Paradise,Function,Existenz,2019-12-06,False,1wwfW6cJLS3kf0NV1dGzlA,spotify:track:1wwfW6cJLS3kf0NV1dGzlA,0.23,0.968,10,-8.344,0,0.0557,0.00963,0.88,0.20800000000000002,0.129,128.009,audio_features,484333,4
380,380,Claustro,Burial,Tunes 2011-2019,2019-12-06,False,1IDfr1mTHoI8GgLZUCYo64,spotify:track:1IDfr1mTHoI8GgLZUCYo64,0.478,0.9540000000000001,6,-9.122,0,0.0928,0.063,0.000986,0.309,0.628,137.15,audio_features,341426,4
381,381,Compromise... for what?,Elkka,Every Body Is Welcome,2019-11-29,False,5MA9jSUW11OEyO2Zya0cQz,spotify:track:5MA9jSUW11OEyO2Zya0cQz,0.836,0.812,7,-11.134,0,0.0577,0.38299999999999995,0.875,0.107,0.483,125.01100000000001,audio_features,297208,4
382,382,Awake,Big Miz,Short Stories,2019-10-11,False,0mLim2JIm1oezOyniz6Uue,spotify:track:0mLim2JIm1oezOyniz6Uue,0.49200000000000005,0.922,10,-11.921,0,0.0427,0.309,0.9079999999999999,0.177,0.6459999999999999,124.979,audio_features,460488,4
383,383,Dosa,Red Axes,Voom,2019-12-06,False,4WSBpRmveeW5vAJAlwzCkw,spotify:track:4WSBpRmveeW5vAJAlwzCkw,0.794,0.7140000000000001,4,-10.574000000000002,0,0.05,0.00214,0.7170000000000001,0.0707,0.141,124.0,audio_features,436980,4
384,384,Ghost Trance,David Kochs,Ghost Trance EP,2019-10-18,False,68ZHty0S383k4BsvhKghlT,spotify:track:68ZHty0S383k4BsvhKghlT,0.8109999999999999,0.603,11,-11.908,1,0.0793,0.000519,0.934,0.10800000000000001,0.0569,119.99700000000001,audio_features,412510,4
385,385,Sarita Colonia - Edit,Sofia Kourtesis,Sarita Colonia,2020-01-13,False,0VNtKhOQZConLZc1GjQckk,spotify:track:0VNtKhOQZConLZc1GjQckk,0.779,0.649,4,-8.297,0,0.13,0.0025,0.889,0.0989,0.446,122.993,audio_features,227317,4
386,386,Aires - Benjamin Fröhlich Remix,Andhim,"The Remixes, Pt. 2",2020-01-10,False,5YZZmmdopp9mtpehOfqc3C,spotify:track:5YZZmmdopp9mtpehOfqc3C,0.6940000000000001,0.951,10,-7.099,0,0.0475,0.0036200000000000004,0.7240000000000001,0.102,0.27399999999999997,121.979,audio_features,406923,4
387,387,Gravity (feat. RY X),Nocturnal Sunshine,Full Circle,2019-11-01,False,2ErvhMsG9Y60kyJiYVi8zS,spotify:track:2ErvhMsG9Y60kyJiYVi8zS,0.68,0.706,2,-9.187999999999999,1,0.048,0.34700000000000003,0.88,0.127,0.38799999999999996,139.029,audio_features,287853,4
388,388,In~Narito - Extended,Denis Sulta,"In~Narito / It's Tough, But Not As Much As The Dream Is Worth (Joseph)",2019-10-31,False,5shsU7FxNwV49opeudQ2Pb,spotify:track:5shsU7FxNwV49opeudQ2Pb,0.84,0.365,9,-19.102,1,0.192,0.0109,0.618,0.0909,0.93,123.01799999999999,audio_features,211030,4
389,389,bahn (Ciel's Eastern Promises Dub),Seb Wildblood,sketches of transition (Remixes),2019-11-29,False,5ROwuj5Lryq1BRJmaH2f5L,spotify:track:5ROwuj5Lryq1BRJmaH2f5L,0.637,0.7759999999999999,7,-10.477,1,0.0447,0.0228,0.884,0.0997,0.115,107.005,audio_features,448598,4
390,390,Hates Me,OTHERLiiNE,Hates Me,2019-10-16,False,65TQTuti8fOntyi7NzXLTQ,spotify:track:65TQTuti8fOntyi7NzXLTQ,0.69,0.6459999999999999,6,-10.155,0,0.0335,0.0438,0.653,0.078,0.7709999999999999,109.118,audio_features,263042,4
391,391,Purple Skies,Kornél Kovács,Stockholm Marathon,2019-04-26,False,2Uqi9eyX9oQPW0TSq0wo7K,spotify:track:2Uqi9eyX9oQPW0TSq0wo7K,0.442,0.764,6,-11.597999999999999,0,0.0435,0.0271,0.843,0.10400000000000001,0.16899999999999998,119.86399999999999,audio_features,227134,4
392,392,The Revolution - Edit,Ross from Friends,The Revolution,2019-07-24,False,10sK5as9qNJTBPs4ALbRnn,spotify:track:10sK5as9qNJTBPs4ALbRnn,0.677,0.912,0,-6.89,1,0.0477,0.007390000000000001,0.35200000000000004,0.073,0.722,124.02600000000001,audio_features,251258,4
393,393,DJ Logic Please Forgive Me,Logic1000,Logic1000,2019-12-06,False,265koknSPQ5dfZFeRe4Q8Y,spotify:track:265koknSPQ5dfZFeRe4Q8Y,0.8290000000000001,0.9279999999999999,2,-8.641,1,0.0833,0.0136,0.0201,0.317,0.522,123.999,audio_features,293859,4
394,394,Blind Corners,Stenny,Upsurge,2019-11-19,False,3evDVbXMWvTxKiePLJf6lS,spotify:track:3evDVbXMWvTxKiePLJf6lS,0.765,0.8320000000000001,1,-11.6,0,0.0784,0.0174,0.86,0.128,0.32299999999999995,140.02,audio_features,329347,4
395,395,Off Track Mind,Kingdom,Mind Off Track / Off Track Mind,2019-12-04,False,6ksgZjZMCI2d4LaTmO0LXc,spotify:track:6ksgZjZMCI2d4LaTmO0LXc,0.594,0.653,7,-4.87,1,0.0733,0.45799999999999996,0.0269,0.21899999999999997,0.447,82.74,audio_features,159677,5
396,396,Vérité,Sully,Vérité,2019-12-13,False,35IlONRZh770GBVlnU1lc9,spotify:track:35IlONRZh770GBVlnU1lc9,0.474,0.8420000000000001,1,-5.189,1,0.0611,0.00417,0.7390000000000001,0.11900000000000001,0.20199999999999999,167.798,audio_features,348571,4
397,397,Jelly Bubble Rise,Alex Attias,Patchwork (Compiled by Sassy J),2019-12-13,False,5p0GLccbPHn3eN2IBPigg4,spotify:track:5p0GLccbPHn3eN2IBPigg4,0.667,0.753,8,-12.304,0,0.0471,0.00344,0.9279999999999999,0.20199999999999999,0.37200000000000005,116.978,audio_features,360733,4
398,398,She Only Counts to Eight,Eluize,She Only Counts to Eight,2019-10-29,False,027LxcmuIVTqt5E2xIhRgS,spotify:track:027LxcmuIVTqt5E2xIhRgS,0.59,0.7020000000000001,4,-10.634,1,0.0371,0.00322,0.11,0.0774,0.307,121.007,audio_features,363204,4
399,399,99er,Hammer,Marble Arch EP,2019-12-06,False,6EJ3k5nWuTzFv0QjL0feiq,spotify:track:6EJ3k5nWuTzFv0QjL0feiq,0.765,0.945,1,-8.47,0,0.0623,0.0016899999999999999,0.878,0.145,0.501,129.025,audio_features,346047,4
400,400,Static,Dusky,Life Signs Vol. 1,2019-07-05,False,387t13BOBNfxBdKP7M1zVA,spotify:track:387t13BOBNfxBdKP7M1zVA,0.637,0.856,7,-9.661,1,0.0436,0.0135,0.935,0.0597,0.5539999999999999,126.98700000000001,audio_features,205926,4
401,401,Still Trippin - Object Blue's what are you doing Remix,Jasper James,Steel City Dance Discs Volume 13,2019-11-29,False,2gaZOlPNwT50ABukf90iS9,spotify:track:2gaZOlPNwT50ABukf90iS9,0.728,0.9420000000000001,4,-6.811,0,0.0526,0.0638,0.508,0.153,0.5479999999999999,128.011,audio_features,242850,4
402,402,Limb To Limb,Lapalux,Amnioverse,2019-11-08,False,4yICMgapV17IPYN4bLpBAM,spotify:track:4yICMgapV17IPYN4bLpBAM,0.597,0.727,1,-9.48,1,0.0593,0.462,0.289,0.102,0.294,101.911,audio_features,254118,3
403,403,Walking In Circles,Calibre,Planet Hearth,2019-11-29,False,40m7Ext5J4Nxaky0rlXkNm,spotify:track:40m7Ext5J4Nxaky0rlXkNm,0.529,0.252,2,-17.514,0,0.031,0.40399999999999997,0.628,0.146,0.223,85.863,audio_features,355097,4
404,404,Okay,SASSY 009,KILL SASSY 009,2019-11-22,False,0T4JUX88SPyHnOjuL7AMtZ,spotify:track:0T4JUX88SPyHnOjuL7AMtZ,0.275,0.529,1,-13.573,1,0.0554,0.217,0.738,0.142,0.11199999999999999,159.955,audio_features,200010,5
405,405,3am Central Line,1-800 GIRLS,Dancing For You,2019-11-29,False,48Gn9VEtPTXd8rWGf35rPA,spotify:track:48Gn9VEtPTXd8rWGf35rPA,0.628,0.633,5,-10.985999999999999,1,0.0316,0.479,0.604,0.083,0.23600000000000002,122.015,audio_features,375518,4
406,406,"This, Too, Will Pass",ABSOLUTE.,Make The Call,2019-10-18,False,6yLA6Tzm0JdQ5vp1piD3qF,spotify:track:6yLA6Tzm0JdQ5vp1piD3qF,0.439,0.634,2,-6.229,0,0.0467,0.0719,0.738,0.10800000000000001,0.0379,104.929,audio_features,257643,4
407,407,Aqua Block,Shanti Celeste,Tangerine,2019-11-15,False,2BJAxGByntYSadrvbSm6cI,spotify:track:2BJAxGByntYSadrvbSm6cI,0.706,0.762,1,-9.163,1,0.0415,0.00367,0.92,0.317,0.914,147.997,audio_features,328693,4
408,408,6666,HAAi,"Systems Up, Windows Down",2019-11-14,False,5eFImA1OPEFC2XLhzWybcd,spotify:track:5eFImA1OPEFC2XLhzWybcd,0.569,0.879,5,-5.647,1,0.0328,1.73e-05,0.89,0.11699999999999999,0.184,135.941,audio_features,297716,4
409,409,Why Do Cowboys Never Die In The East?,Laurence Guy,Why Do Cowboys Never Die In The East?,2019-11-08,False,7t39kIigMrc10lwVfBJODK,spotify:track:7t39kIigMrc10lwVfBJODK,0.6559999999999999,0.6659999999999999,3,-13.855,0,0.0535,0.28800000000000003,0.855,0.11199999999999999,0.6940000000000001,126.00299999999999,audio_features,499748,4
410,410,Imminent Spirit Arrival,Octo Octa,Resonant Body,2019-09-06,False,5SsgmiLNsPRMd9KZN6TOdR,spotify:track:5SsgmiLNsPRMd9KZN6TOdR,0.624,0.8859999999999999,7,-8.23,1,0.0368,0.00804,0.8759999999999999,0.107,0.22,126.99799999999999,audio_features,394961,4
411,411,Flowers - Sunship Radio Edit,Sweet Female Attitude,Flowers,2015-07-24,False,1IqANTbvKLojRoomq685LA,spotify:track:1IqANTbvKLojRoomq685LA,0.746,0.9059999999999999,0,-9.003,0,0.0975,0.434,0.00458,0.52,0.9420000000000001,131.855,audio_features,230907,4
412,412,What's It Gonna Be (feat. Platnum),"H ""two"" O",What's It Gonna Be (feat. Platnum),2008-02-08,False,2xUjNGHjJOBcpTf7dYx4EY,spotify:track:2xUjNGHjJOBcpTf7dYx4EY,0.733,0.9,9,-4.758,1,0.0341,0.0085,0.0218,0.151,0.937,139.61,audio_features,207476,4
413,413,Body Groove - Mix Mc Version,Architechs,Body Groove,2000-01-01,False,56UNoQz1kXeBZeqmQbFpYe,spotify:track:56UNoQz1kXeBZeqmQbFpYe,0.872,0.7070000000000001,1,-7.9110000000000005,1,0.0509,0.0362,5.59e-06,0.27,0.9209999999999999,132.955,audio_features,315533,4
414,414,Babycakes,3 Of A Kind,Babycakes,2004-01-01,False,0dAn58pe2GWDTlqa2Th4mP,spotify:track:0dAn58pe2GWDTlqa2Th4mP,0.8170000000000001,0.7190000000000001,0,-6.858,1,0.0982,0.35100000000000003,3.33e-06,0.0592,0.838,137.944,audio_features,154387,4
415,415,Do You Really Like It? - Radio Edit,DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? (Remixes),2001-05-21,False,4Mnw05kNd0j1XDHwtfzofp,spotify:track:4Mnw05kNd0j1XDHwtfzofp,0.847,0.877,2,-5.4239999999999995,1,0.0493,0.124,0.0,0.14800000000000002,0.764,131.04399999999998,audio_features,217120,4
416,416,Sambuca - Original Mix - Radio Edit; feat. Dennis G,Wideboys Feat: Dennis G,Sambuca,2001,False,4todOcpbt1Kpp4jl5x0r9h,spotify:track:4todOcpbt1Kpp4jl5x0r9h,0.879,0.669,0,-8.013,1,0.147,0.0571,1.21e-05,0.022000000000000002,0.94,129.019,audio_features,204133,4
417,417,Movin' Too Fast - Radio Edit,Artful Dodger,Movin' Too Fast (Radio Edit) - Single,2014-09-04,False,7cVZP5NpfJswuCO3kvX4zd,spotify:track:7cVZP5NpfJswuCO3kvX4zd,0.8440000000000001,0.506,11,-11.082,0,0.0453,0.0878,1.65e-05,0.0323,0.515,127.09899999999999,audio_features,238093,4
418,418,In The Morning (Let Your Love Come In) - Original Radio Edit,Egypt,In The Morning (Let Your Love Come In),2009-01-01,False,2M5BecF1hOqHevr4BDRi84,spotify:track:2M5BecF1hOqHevr4BDRi84,0.736,0.628,2,-2.69,0,0.0848,0.312,0.0304,0.0428,0.9590000000000001,129.785,audio_features,134785,4
419,419,No Scrubs,TLC,Fanmail,1999-02-23,False,1KGi9sZVMeszgZOWivFpxs,spotify:track:1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8,-4.2669999999999995,0,0.0953,0.0251,0.000717,0.0685,0.59,92.90899999999999,audio_features,214400,4
420,420,"“sorry (i Didn’t Know)"" (original Radio Edit)",Monsta Boy,Sorry,2000-09-25,False,1ElsvWNXbo3jXs4OuakQLn,spotify:track:1ElsvWNXbo3jXs4OuakQLn,0.753,0.635,11,-9.782,1,0.0425,0.0319,0.0,0.0493,0.845,129.972,audio_features,250160,4
421,421,Crazy Love,MJ Cole,Sincere,2000-12-01,False,6HfooVSTxGJAMSl2KMrmCV,spotify:track:6HfooVSTxGJAMSl2KMrmCV,0.885,0.629,9,-8.05,0,0.059000000000000004,0.20600000000000002,2.97e-06,0.121,0.752,131.977,audio_features,279587,4
422,422,"Teardrops (Flava 7"" Mix)",Lovestation,Teardrops,2016-08-18,False,49hFJr1GCLuf0d7zeyyjIJ,spotify:track:49hFJr1GCLuf0d7zeyyjIJ,0.825,0.456,3,-14.624,0,0.055999999999999994,0.0641,0.00246,0.24,0.795,128.571,audio_features,226667,4
423,423,I Wanna Feel - Radio Edit,Secondcity,I Wanna Feel (Radio Edit),2014-05-23,False,77jaOS5YDCDGPto5Pomi4h,spotify:track:77jaOS5YDCDGPto5Pomi4h,0.6920000000000001,0.8959999999999999,10,-6.297999999999999,0,0.0637,0.0764,0.0019399999999999999,0.157,0.804,121.999,audio_features,185934,4
424,424,Re-Rewind,Artful Dodger,Re-Rewind (The Crowd Say Bo Selecta),1999-11-26,False,0VqSg7nsmUNJKHZYufNZFo,spotify:track:0VqSg7nsmUNJKHZYufNZFo,0.807,0.9440000000000001,4,-5.5920000000000005,0,0.0844,0.0857,0.00614,0.102,0.9059999999999999,130.032,audio_features,242160,4
425,425,Candy,Cameo,R&B Classics Collection,2008-08-04,False,0BzapQ62bPrdKS8sGVQ7UF,spotify:track:0BzapQ62bPrdKS8sGVQ7UF,0.698,0.9079999999999999,11,-4.57,0,0.073,0.0802,4.03e-06,0.309,0.8420000000000001,110.911,audio_features,246533,4
426,426,Say My Name,Destiny's Child,The Writing's On The Wall,1999-07-27,False,7H6ev70Weq6DdpZyyTmUXk,spotify:track:7H6ev70Weq6DdpZyyTmUXk,0.713,0.6779999999999999,5,-3.525,0,0.102,0.273,0.0,0.149,0.7340000000000001,138.009,audio_features,271333,4
427,427,"21 Seconds - 12"" Version",So Solid Crew,21 Seconds,2001-08-06,True,1NOdN5Qoz4GGsVETMHqsMb,spotify:track:1NOdN5Qoz4GGsVETMHqsMb,0.5770000000000001,0.677,7,-11.877,1,0.196,0.00506,0.0,0.0827,0.8340000000000001,111.095,audio_features,294373,1
428,428,Miss Independent,Ne-Yo,Miss Independent (Int'l Maxi),2008-01-01,False,5hyKiDwqUgI57ONsZcGh4z,spotify:track:5hyKiDwqUgI57ONsZcGh4z,0.662,0.698,1,-5.4639999999999995,1,0.113,0.45399999999999996,0.0,0.282,0.7340000000000001,171.859,audio_features,230960,4
429,429,7 Days,Craig David,Born to Do It,2001-03-03,False,0gPQTLaqHDgdupKEok7J2x,spotify:track:0gPQTLaqHDgdupKEok7J2x,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.01299999999999,audio_features,235133,4
430,430,Sweet Like Chocolate (Radio Edit),Shanks & Bigfoot,Sweet Like Chocolate,1999-05-17,False,3IFVskDtdJTwAZ0I8HGvoO,spotify:track:3IFVskDtdJTwAZ0I8HGvoO,0.909,0.628,5,-10.664000000000001,1,0.0722,0.0481,0.29100000000000004,0.0967,0.6970000000000001,130.65,audio_features,210960,4
431,431,Gold Digger,Kanye West,Late Registration,2005-01-01,True,3QHPHLAkYV5cQBUYs6rowx,spotify:track:3QHPHLAkYV5cQBUYs6rowx,0.631,0.696,1,-5.572,0,0.348,0.0192,0.0,0.0554,0.621,92.941,audio_features,207627,4
432,432,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm)",2006-01-17,True,3NnUocBmP4PuEEe1eQkuwE,spotify:track:3NnUocBmP4PuEEe1eQkuwE,0.833,0.628,2,-7.041,1,0.141,0.0949,1.6e-06,0.282,0.645,106.32799999999999,audio_features,286187,4
433,433,Shackles (Praise You),Mary Mary,Go Get It,2000,False,7JKEA8xYDoFp4q0QBW2PGg,spotify:track:7JKEA8xYDoFp4q0QBW2PGg,0.779,0.8340000000000001,7,-2.773,1,0.162,0.0343,0.0,0.0886,0.8,100.46,audio_features,198347,4
434,434,Gotta Get Thru This - D'N'D Radio Edit,Daniel Bedingfield,Gotta Get Thru This,2002,False,023lag1AgeOf7YChojecRu,spotify:track:023lag1AgeOf7YChojecRu,0.838,0.764,7,-5.0760000000000005,0,0.0586,0.0862,0.000122,0.0906,0.924,133.592,audio_features,161240,4
435,435,Sunshine - Wookie Main Mix,Gabrielle,Rise,2001-01-01,False,5q1hpdlf8ncJUhKLyjHoHB,spotify:track:5q1hpdlf8ncJUhKLyjHoHB,0.774,0.866,3,-7.651,1,0.0546,0.0599,0.53,0.0867,0.8140000000000001,137.167,audio_features,266200,4
436,436,Touch The Sky,Kanye West,Late Registration,2005-01-01,True,2pRyjmTGkz5i8xemOtJ7pG,spotify:track:2pRyjmTGkz5i8xemOtJ7pG,0.524,0.846,9,-4.912,1,0.34700000000000003,0.0114,0.0,0.309,0.551,98.385,audio_features,236600,1
437,437,Garage Girls - Sunship Radio Edit,Lonyo,Garage Girls,2001-05-25,False,4P5Rntc1SI0IGeqlrWJQCq,spotify:track:4P5Rntc1SI0IGeqlrWJQCq,0.6409999999999999,0.9540000000000001,0,-4.048,1,0.0375,0.0817,0.0001,0.358,0.98,131.95,audio_features,200333,4
438,438,U Remind Me,Usher,8701,2001-08-07,False,2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,0.657,0.629,6,-4.938,1,0.0782,0.19399999999999998,0.0,0.254,0.726,93.985,audio_features,266893,4
439,439,Breathe - Rap Version,Blu Cantrell,Bittersweet,2003-06-11,False,1BPybPVkDfUjFDvqG04l58,spotify:track:1BPybPVkDfUjFDvqG04l58,0.8,0.6629999999999999,2,-3.832,1,0.0324,0.048,0.0,0.252,0.47200000000000003,91.934,audio_features,228000,4
440,440,Yo (Excuse Me Miss),Chris Brown,Throwback Thursday R&B Jams,2018-04-06,False,7lVEI0S5Kad3KTWn4A2QvX,spotify:track:7lVEI0S5Kad3KTWn4A2QvX,0.536,0.612,4,-5.847,1,0.272,0.11900000000000001,0.0,0.209,0.57,86.76799999999999,audio_features,229040,4
